timestamp_utc,horizon_min,pv_prev_norm
2025-06-22T00:56:00Z,416,0.0000
2025-06-22T00:57:00Z,417,0.0000
2025-06-22T00:58:00Z,418,0.0000
2025-06-22T00:59:00Z,419,0.0000
2025-06-22T01:00:00Z,420,0.0000
2025-06-22T01:01:00Z,421,0.0000
2025-06-22T01:02:00Z,422,0.0000
2025-06-22T01:03:00Z,423,0.0000
2025-06-22T01:04:00Z,424,0.0000
2025-06-22T01:05:00Z,425,0.0000
2025-06-22T01:06:00Z,426,0.0000
2025-06-22T01:07:00Z,427,0.0000
2025-06-22T01:08:00Z,428,0.0000
2025-06-22T01:09:00Z,429,0.0000
2025-06-22T01:10:00Z,430,0.0000
2025-06-22T01:11:00Z,431,0.0000
2025-06-22T01:12:00Z,432,0.0000
2025-06-22T01:13:00Z,433,0.0000
2025-06-22T01:14:00Z,434,0.0000
2025-06-22T01:15:00Z,435,0.0000
2025-06-22T01:16:00Z,436,0.0000
2025-06-22T01:17:00Z,437,0.0000
2025-06-22T01:18:00Z,438,0.0000
2025-06-22T01:19:00Z,439,0.0000
2025-06-22T01:20:00Z,440,0.0000
2025-06-22T01:21:00Z,441,0.0000
2025-06-22T01:22:00Z,442,0.0000
2025-06-22T01:23:00Z,443,0.0000
2025-06-22T01:24:00Z,444,0.0000
2025-06-22T01:25:00Z,445,0.0000
2025-06-22T01:26:00Z,446,0.0000
2025-06-22T01:27:00Z,447,0.0000
2025-06-22T01:28:00Z,448,0.0000
2025-06-22T01:29:00Z,449,0.0000
2025-06-22T01:30:00Z,450,0.0000
2025-06-22T01:31:00Z,451,0.0000
2025-06-22T01:32:00Z,452,0.0000
2025-06-22T01:33:00Z,453,0.0000
2025-06-22T01:34:00Z,454,0.0000
2025-06-22T01:35:00Z,455,0.0000
2025-06-22T01:36:00Z,456,0.0000
2025-06-22T01:37:00Z,457,0.0000
2025-06-22T01:38:00Z,458,0.0000
2025-06-22T01:39:00Z,459,0.0000
2025-06-22T01:40:00Z,460,0.0000
2025-06-22T01:41:00Z,461,0.0000
2025-06-22T01:42:00Z,462,0.0000
2025-06-22T01:43:00Z,463,0.0000
2025-06-22T01:44:00Z,464,0.0000
2025-06-22T01:45:00Z,465,0.0000
2025-06-22T01:46:00Z,466,0.0000
2025-06-22T01:47:00Z,467,0.0000
2025-06-22T01:48:00Z,468,0.0000
2025-06-22T01:49:00Z,469,0.0000
2025-06-22T01:50:00Z,470,0.0000
2025-06-22T01:51:00Z,471,0.0000
2025-06-22T01:52:00Z,472,0.0000
2025-06-22T01:53:00Z,473,0.0000
2025-06-22T01:54:00Z,474,0.0000
2025-06-22T01:55:00Z,475,0.0000
2025-06-22T01:56:00Z,476,0.0000
2025-06-22T01:57:00Z,477,0.0000
2025-06-22T01:58:00Z,478,0.0000
2025-06-22T01:59:00Z,479,0.0000
2025-06-22T02:00:00Z,480,0.0000
2025-06-22T02:01:00Z,481,0.0000
2025-06-22T02:02:00Z,482,0.0000
2025-06-22T02:03:00Z,483,0.0000
2025-06-22T02:04:00Z,484,0.0000
2025-06-22T02:05:00Z,485,0.0000
2025-06-22T02:06:00Z,486,0.0000
2025-06-22T02:07:00Z,487,0.0000
2025-06-22T02:08:00Z,488,0.0000
2025-06-22T02:09:00Z,489,0.0000
2025-06-22T02:10:00Z,490,0.0000
2025-06-22T02:11:00Z,491,0.0000
2025-06-22T02:12:00Z,492,0.0000
2025-06-22T02:13:00Z,493,0.0000
2025-06-22T02:14:00Z,494,0.0000
2025-06-22T02:15:00Z,495,0.0000
2025-06-22T02:16:00Z,496,0.0000
2025-06-22T02:17:00Z,497,0.0000
2025-06-22T02:18:00Z,498,0.0000
2025-06-22T02:19:00Z,499,0.0000
2025-06-22T02:20:00Z,500,0.0000
2025-06-22T02:21:00Z,501,0.0000
2025-06-22T02:22:00Z,502,0.0000
2025-06-22T02:23:00Z,503,0.0000
2025-06-22T02:24:00Z,504,0.0000
2025-06-22T02:25:00Z,505,0.0000
2025-06-22T02:26:00Z,506,0.0000
2025-06-22T02:27:00Z,507,0.0000
2025-06-22T02:28:00Z,508,0.0000
2025-06-22T02:29:00Z,509,0.0000
2025-06-22T02:30:00Z,510,0.0000
2025-06-22T02:31:00Z,511,0.0000
2025-06-22T02:32:00Z,512,0.0000
2025-06-22T02:33:00Z,513,0.0000
2025-06-22T02:34:00Z,514,0.0000
2025-06-22T02:35:00Z,515,0.0000
2025-06-22T02:36:00Z,516,0.0000
2025-06-22T02:37:00Z,517,0.0000
2025-06-22T02:38:00Z,518,0.0000
2025-06-22T02:39:00Z,519,0.0000
2025-06-22T02:40:00Z,520,0.0000
2025-06-22T02:41:00Z,521,0.0000
2025-06-22T02:42:00Z,522,0.0000
2025-06-22T02:43:00Z,523,0.0000
2025-06-22T02:44:00Z,524,0.0000
2025-06-22T02:45:00Z,525,0.0000
2025-06-22T02:46:00Z,526,0.0000
2025-06-22T02:47:00Z,527,0.0000
2025-06-22T02:48:00Z,528,0.0000
2025-06-22T02:49:00Z,529,0.0000
2025-06-22T02:50:00Z,530,0.0000
2025-06-22T02:51:00Z,531,0.0000
2025-06-22T02:52:00Z,532,0.0000
2025-06-22T02:53:00Z,533,0.0000
2025-06-22T02:54:00Z,534,0.0000
2025-06-22T02:55:00Z,535,0.0000
2025-06-22T02:56:00Z,536,0.0000
2025-06-22T02:57:00Z,537,0.0000
2025-06-22T02:58:00Z,538,0.0000
2025-06-22T02:59:00Z,539,0.0000
2025-06-22T03:00:00Z,540,0.0000
2025-06-22T03:01:00Z,541,0.0000
2025-06-22T03:02:00Z,542,0.0000
2025-06-22T03:03:00Z,543,0.0000
2025-06-22T03:04:00Z,544,0.0000
2025-06-22T03:05:00Z,545,0.0000
2025-06-22T03:06:00Z,546,0.0000
2025-06-22T03:07:00Z,547,0.0000
2025-06-22T03:08:00Z,548,0.0000
2025-06-22T03:09:00Z,549,0.0000
2025-06-22T03:10:00Z,550,0.0000
2025-06-22T03:11:00Z,551,0.0000
2025-06-22T03:12:00Z,552,0.0000
2025-06-22T03:13:00Z,553,0.0000
2025-06-22T03:14:00Z,554,0.0000
2025-06-22T03:15:00Z,555,0.0000
2025-06-22T03:16:00Z,556,0.0000
2025-06-22T03:17:00Z,557,0.0000
2025-06-22T03:18:00Z,558,0.0000
2025-06-22T03:19:00Z,559,0.0000
2025-06-22T03:20:00Z,560,0.0000
2025-06-22T03:21:00Z,561,0.0000
2025-06-22T03:22:00Z,562,0.0000
2025-06-22T03:23:00Z,563,0.0000
2025-06-22T03:24:00Z,564,0.0000
2025-06-22T03:25:00Z,565,0.0000
2025-06-22T03:26:00Z,566,0.0000
2025-06-22T03:27:00Z,567,0.0000
2025-06-22T03:28:00Z,568,0.0000
2025-06-22T03:29:00Z,569,0.0000
2025-06-22T03:30:00Z,570,0.0000
2025-06-22T03:31:00Z,571,0.0000
2025-06-22T03:32:00Z,572,0.0000
2025-06-22T03:33:00Z,573,0.0000
2025-06-22T03:34:00Z,574,0.0000
2025-06-22T03:35:00Z,575,0.0000
2025-06-22T03:36:00Z,576,0.0000
2025-06-22T03:37:00Z,577,0.0000
2025-06-22T03:38:00Z,578,0.0000
2025-06-22T03:39:00Z,579,0.0000
2025-06-22T03:40:00Z,580,0.0000
2025-06-22T03:41:00Z,581,0.0000
2025-06-22T03:42:00Z,582,0.0000
2025-06-22T03:43:00Z,583,0.0000
2025-06-22T03:44:00Z,584,0.0000
2025-06-22T03:45:00Z,585,0.0000
2025-06-22T03:46:00Z,586,0.0000
2025-06-22T03:47:00Z,587,0.0000
2025-06-22T03:48:00Z,588,0.0000
2025-06-22T03:49:00Z,589,0.0000
2025-06-22T03:50:00Z,590,0.0000
2025-06-22T03:51:00Z,591,0.0000
2025-06-22T03:52:00Z,592,0.0000
2025-06-22T03:53:00Z,593,0.0000
2025-06-22T03:54:00Z,594,0.0000
2025-06-22T03:55:00Z,595,0.0000
2025-06-22T03:56:00Z,596,0.0000
2025-06-22T03:57:00Z,597,0.0000
2025-06-22T03:58:00Z,598,0.0000
2025-06-22T03:59:00Z,599,0.0000
2025-06-22T04:00:00Z,600,0.0000
2025-06-22T04:01:00Z,601,0.0000
2025-06-22T04:02:00Z,602,0.0000
2025-06-22T04:03:00Z,603,0.0000
2025-06-22T04:04:00Z,604,0.0000
2025-06-22T04:05:00Z,605,0.0000
2025-06-22T04:06:00Z,606,0.0001
2025-06-22T04:07:00Z,607,0.0012
2025-06-22T04:08:00Z,608,0.0023
2025-06-22T04:09:00Z,609,0.0034
2025-06-22T04:10:00Z,610,0.0046
2025-06-22T04:11:00Z,611,0.0057
2025-06-22T04:12:00Z,612,0.0069
2025-06-22T04:13:00Z,613,0.0081
2025-06-22T04:14:00Z,614,0.0093
2025-06-22T04:15:00Z,615,0.0105
2025-06-22T04:16:00Z,616,0.0117
2025-06-22T04:17:00Z,617,0.0130
2025-06-22T04:18:00Z,618,0.0142
2025-06-22T04:19:00Z,619,0.0155
2025-06-22T04:20:00Z,620,0.0168
2025-06-22T04:21:00Z,621,0.0181
2025-06-22T04:22:00Z,622,0.0194
2025-06-22T04:23:00Z,623,0.0207
2025-06-22T04:24:00Z,624,0.0220
2025-06-22T04:25:00Z,625,0.0233
2025-06-22T04:26:00Z,626,0.0246
2025-06-22T04:27:00Z,627,0.0260
2025-06-22T04:28:00Z,628,0.0273
2025-06-22T04:29:00Z,629,0.0286
2025-06-22T04:30:00Z,630,0.0300
2025-06-22T04:31:00Z,631,0.0313
